feature,importance,fold
numerical_1_mean,2.404575328969874,4
new_price_max,2.4027758100542007,1
month_diff_mean,2.402589474131278,3
new_last_buy,2.4015330163296964,1
new_price_mean,2.4011463479816424,5
new_price_mean,2.4010695042163444,3
CLV_ratio,2.4009503568428956,1
new_purchase_amount_mean,2.4004826079095123,5
numerical_1_max,2.400266175403226,4
new_price_max,2.3994230846401425,2
new_purchase_amount_mean,2.3987029237201427,3
card_id_cnt_ratio,2.3984415283980587,2
new_weekday_mean,2.3951096265348903,5
new_price_var,2.393540921568657,1
purchase_amount_total,2.392317001988784,4
card_id_cnt_ratio,2.3921125692520406,3
purchase_amount_min,2.391102657892085,5
numerical_1_mean,2.389886632870371,5
hist_purchase_amount_sum,2.389445581000216,2
new_purchase_amount_min,2.3894310230221443,5
new_weekday_var,2.389271194238373,5
new_purchase_amount_min,2.388735934457602,1
CLV_ratio,2.388337308843166,2
numerical_1_mean,2.3882137161501005,1
new_price_var,2.3880808418784323,2
new_price_var,2.387836428505787,3
numerical_1_sum,2.387267620492106,4
new_price_min,2.387042368810242,1
numerical_1_sum,2.387013163799825,3
new_weekday_mean,2.3869476307915005,2
installments_mean,2.386681679553973,2
hist_price_sum,2.385847026808609,2
hist_month_lag_min,2.385257621112493,1
new_weekday_var,2.3851777994728716,1
numerical_1_max,2.384184900906532,3
new_first_buy,2.383466096351539,2
rate_lag12_sum,2.3829506904887934,2
new_first_buy,2.382270877052769,1
hist_merchant_category_id_nunique,2.381198332541655,5
hist_price_sum,2.380256392955334,5
numerical_1_var,2.3799689822113015,4
purchase_amount_total,2.379311092971602,5
month_diff_mean,2.3777732994658836,1
hist_category_3_2_sum,2.3771708591439253,2
numerical_1_max,2.377067868674049,2
hist_subsector_id_nunique,2.3767230168908413,5
numerical_1_mean,2.3763523967181057,3
numerical_2_sum,2.376053601192146,2
numerical_1_mean,2.3755117728450843,2
new_price_mean,2.3748598175510285,1
new_purchase_amount_mean,2.374084146210353,2
hist_authorized_flag_sum,2.3740012962059356,5
numerical_2_mean,2.3732035317056006,3
numerical_2_mean,2.3728495816759265,4
installments_mean,2.372065699483699,3
numerical_2_sum,2.3712957533167676,1
new_last_buy,2.370672520159789,2
numerical_2_sum,2.370130303661445,4
numerical_1_sum,2.3701001059826887,1
numerical_1_sum,2.369993231654655,5
numerical_1_var,2.3690170490674256,3
hist_authorized_flag_sum,2.3681413666100184,2
numerical_1_max,2.3675310010412227,1
new_price_var,2.367378851796702,5
purchase_amount_min,2.3669901903052084,2
hist_authorized_flag_sum,2.3659670030961,1
purchase_amount_total,2.365054967515071,1
new_weekday_var,2.3640560602933935,2
numerical_1_max,2.362980558757851,5
numerical_2_mean,2.3624102937922613,1
new_purchase_amount_min,2.3618478873939917,2
purchase_amount_max,2.361499013233087,4
numerical_1_var,2.360334204364837,2
elapsed_time,2.359494501706132,1
new_purchase_amount_mean,2.357982182561924,1
hist_subsector_id_nunique,2.357685778527105,1
new_purchase_amount_skew,2.356394782787176,5
purchase_amount_min,2.3557387468944606,1
hist_day_nunique,2.355553325753031,1
new_weekday_mean,2.3539948434258973,3
numerical_2_sum,2.352553424472655,3
new_price_mean,2.352243205443218,2
hist_day_nunique,2.3517538724852307,2
numerical_1_sum,2.350407118435201,2
numerical_1_var,2.3500271426311743,1
numerical_2_mean,2.3499055315704505,5
hist_category_3_0_sum,2.3498928206258225,4
numerical_2_sum,2.3497821076352916,5
installments_mean,2.3493747416848154,5
elapsed_time,2.3488521596023797,3
purchase_amount_mean,2.3471880405808245,4
hist_subsector_id_nunique,2.347032109165545,2
hist_day_nunique,2.3469072648429763,4
new_month_var,2.346606077722268,3
hist_subsector_id_nunique,2.3456543347943812,4
purchase_amount_max,2.344418219429864,5
new_purchase_amount_skew,2.3423775471809143,4
new_month_var,2.341158823936845,1
elapsed_time,2.3408410328072944,2
new_month_var,2.3387071268513164,4
purchase_amount_max,2.3371704105690494,1
purchase_amount_total,2.336250705993724,3
new_month_var,2.3341261802100144,5
new_purchase_amount_skew,2.333262348556732,3
new_installments_mean,2.3332337765318503,4
rate_lag3_min,2.330209197405261,4
purchase_amount_mean,2.328401970370348,3
purchase_amount_max,2.326351385604181,3
feature_1_outliers_sum,2.323819978383899,2
purchase_amount_mean,2.3233446381024265,5
numerical_2_var,2.3233323705171207,3
new_month_diff_mean,2.323234076304998,2
rate_lag6_sum,2.319832738913006,5
numerical_2_var,2.319442968125274,1
numerical_1_var,2.317145035054497,5
purchase_amount_max,2.3154864694208435,2
numerical_2_mean,2.3150099381586986,2
hist_merchant_category_id_nunique,2.3123624133006246,2
new_purchase_amount_skew,2.3101775824466095,1
numerical_2_max,2.31015816515197,4
purchase_amount_mean,2.3086596210327266,1
elapsed_time,2.305748551746602,5
rate_lag3_min,2.303809750779556,3
new_purchase_amount_skew,2.303191246219167,2
numerical_2_var,2.3008563584718287,4
hist_subsector_id_nunique,2.2951531048305114,3
purchase_amount_total,2.2916210257492904,2
hist_category_3_0_sum,2.289946302479094,2
hist_month_lag_min,2.2858922461672178,3
numerical_2_max,2.284829712464552,3
new_installments_mean,2.279586417127356,2
numerical_2_max,2.279220017821446,2
new_month_lag_skew,2.278449041722779,4
hist_category_3_0_sum,2.277907169645851,3
rate_lag12_min,2.2769099091201936,3
new_month_var,2.2762306806489034,2
rate_lag12_min,2.276025163189564,4
hist_month_lag_min,2.2759751453399852,4
hist_category_3_0_sum,2.2742866330184066,5
new_month_lag_var,2.2725980663310925,3
new_weekend_mean,2.272089759447414,1
rate_lag3_min,2.270977151344238,1
numerical_2_var,2.2684419345022304,5
rate_lag3_min,2.2681680965768116,5
new_installments_skew,2.268057025208396,2
rate_lag6_min,2.2664406873805296,5
purchase_amount_mean,2.264360450742816,2
numerical_2_max,2.262902687899038,1
hist_category_3_0_sum,2.2614255483902665,1
new_installments_skew,2.2601698756462403,5
new_month_lag_var,2.2593870618118546,2
rate_lag6_min,2.2590017291689284,1
rate_lag3_min,2.257775227810526,2
new_installments_skew,2.2547315187687462,3
new_month_lag_var,2.2536340037977025,4
numerical_2_max,2.252218112183603,5
feature_1_outliers_sum,2.2518549883749412,4
rate_lag6_min,2.251400628235177,3
hist_month_lag_min,2.247336626048278,2
rate_lag6_min,2.2470656322625215,4
rate_lag12_min,2.246091675294559,1
new_installments_mean,2.245741258762334,3
new_weekend_mean,2.24570772784828,4
hist_category_2_4_sum,2.242563366676877,1
new_installments_mean,2.241601056758241,1
new_installments_skew,2.241394931647677,1
new_month_lag_skew,2.239591048799279,1
hist_installments_max,2.237647668972785,2
rate_lag12_min,2.2364338560749593,5
numerical_2_var,2.2336072762684327,2
new_month_diff_mean,2.2309054994381086,1
hist_installments_max,2.230044643776648,3
hist_installments_max,2.2293737640468207,4
rate_lag12_min,2.228927257157223,2
new_installments_var,2.22791221434787,4
new_month_diff_mean,2.225317604483881,5
new_month_lag_var,2.2227497236473583,5
hist_category_2_4_sum,2.222116720492493,2
new_installments_skew,2.2220160429078732,4
new_category_3_0_sum,2.221548953068594,5
new_installments_var,2.2213948456720063,1
new_month_lag_var,2.2212309515629416,1
hist_installments_max,2.220368010878598,5
new_category_2_1_sum,2.219488044510223,3
hist_month_lag_min,2.2191741291063214,5
feature_1,2.215850841839649,4
new_installments_mean,2.2008122189501984,5
new_month_lag_skew,2.1999158155119707,5
feature_1,2.199870114090145,1
feature_1_outliers_sum,2.199327359719026,5
new_category_2_1_sum,2.197695626005082,1
hist_category_2_4_sum,2.1953954395644204,3
feature_1_outliers_sum,2.1944044097314785,1
new_category_2_1_sum,2.1930707462373267,4
new_month_lag_skew,2.1921404622202605,2
feature_1,2.1916730558356035,2
hist_category_2_4_sum,2.1897240332418026,4
new_category_3_1_sum,2.1895684541001796,2
new_category_3_1_sum,2.1879503730338152,4
feature_2,2.186632348609304,1
new_weekend_mean,2.1837509978200575,5
rate_lag6_min,2.1813157165338777,2
hist_category_2_4_sum,2.1812247145851456,5
new_weekend_mean,2.1796074304086295,3
new_month_lag_skew,2.1784889007623534,3
new_installments_var,2.1755310424009227,3
feature_1_outliers_sum,2.1730872502385195,3
new_category_3_0_sum,2.1728465807136605,1
new_installments_var,2.172655358860987,5
hist_installments_max,2.172011306586823,1
new_category_3_1_sum,2.171257028795618,1
new_month_diff_mean,2.1656653721281676,3
new_month_diff_mean,2.16376656422424,4
new_category_3_0_sum,2.159648862342063,4
hist_category_2_3_sum,2.1540625875250745,1
hist_category_2_3_sum,2.147361096632239,4
new_category_3_0_sum,2.1447816262231503,3
new_installments_var,2.1415715003075007,2
feature_1_outliers_mean,2.1404163110946492,4
new_weekend_mean,2.138456666500927,2
new_merchant_category_id_nunique,2.138144173944059,2
new_category_3_1_sum,2.1379460060420192,3
new_merchant_category_id_nunique,2.1371348221704314,4
new_category_3_0_sum,2.1361090049108062,2
new_category_2_1_sum,2.134812631969832,5
new_category_3_1_sum,2.1323333836081906,5
feature_2,2.1272546656486098,5
hist_category_2_2_sum,2.1245723507961913,4
hist_category_2_2_sum,2.1207112308246514,5
new_installments_max,2.1183610052064648,2
feature_2,2.11717955672564,4
hist_category_2_3_sum,2.1167658781079686,5
hist_category_2_3_sum,2.1131638317161405,3
hist_month_lag_max,2.1131161324177956,5
new_month_diff_var,2.110381943363448,2
hist_category_2_5_sum,2.1102319104755187,5
feature_1,2.107604489085097,3
feature_1,2.1029169114244786,5
hist_month_lag_max,2.1016230733324166,3
hist_category_2_5_sum,2.1013310461355443,4
new_month_diff_var,2.1003127205619423,4
new_subsector_id_nunique,2.0988266860681275,3
new_installments_max,2.0937389735549554,4
new_installments_max,2.0902831575016485,1
feature_1_outliers_mean,2.0851604471085783,2
new_month_diff_var,2.081993087312461,5
hist_month_lag_max,2.0808735125478006,4
hist_category_2_2_sum,2.079615623450976,2
hist_category_2_3_sum,2.0778970257942686,2
new_merchant_category_id_nunique,2.0744919354966807,1
new_category_2_1_sum,2.071268273664106,2
hist_category_2_5_sum,2.071059403934243,3
new_month_diff_var,2.067420984088694,3
new_installments_max,2.0656010369355244,5
feature_1_outliers_mean,2.063646638713096,1
feature_2,2.063622869016142,3
new_subsector_id_nunique,2.062514267528588,5
new_merchant_category_id_nunique,2.0613444240310033,5
hist_category_2_5_sum,2.060504948327763,1
hist_category_2_5_sum,2.060034626307305,2
new_card_id_count,2.059381175566733,4
feature_2,2.0577716237593924,2
hist_month_lag_max,2.053770501148003,1
feature_2_outliers_mean,2.053042095259772,1
new_merchant_id_nunique,2.052884500864885,5
feature_1_outliers_mean,2.0442859123510044,5
new_merchant_category_id_nunique,2.0433100838928135,3
hist_month_lag_max,2.039705127296899,2
feature_2_outliers_mean,2.0353814503114336,5
new_installments_max,2.0335559937346286,3
new_month_diff_skew,2.0297533099354625,2
feature_1_outliers_mean,2.0270855971798953,3
hist_category_2_nunique,2.023583381633644,3
new_merchant_id_nunique,2.017907032674396,4
new_merchant_id_nunique,2.0177246013779513,1
new_month_diff_skew,2.011660499132243,5
new_merchant_id_nunique,2.011457250130289,2
new_month_diff_skew,2.0105771717180625,1
hist_category_2_nunique,1.9954552038866236,2
new_subsector_id_nunique,1.986939025088202,1
feature_2_outliers_sum,1.9816220894549708,5
hist_category_2_nunique,1.9815255727451544,4
new_month_diff_skew,1.9723464941935973,4
new_merchant_id_nunique,1.9708267719707624,3
new_card_id_count,1.9688318451658116,2
new_subsector_id_nunique,1.9677530896121074,4
new_day_nunique,1.9672411830794654,3
hist_category_2_nunique,1.9655825465445034,5
feature_2_outliers_mean,1.9578741932192436,2
new_weekofyear_nunique,1.9576401864264532,3
hist_category_2_2_sum,1.9518250383153437,3
new_day_nunique,1.951484594625547,2
new_category_2_nunique,1.9504313707143912,2
hist_category_2_nunique,1.9504173202114603,1
feature_2_outliers_sum,1.9461096947566632,4
new_weekofyear_nunique,1.9458540372856077,2
new_weekofyear_nunique,1.9365097152581718,5
new_weekofyear_nunique,1.9352320153106448,1
new_card_id_count,1.9346358388994815,3
new_card_id_count,1.931599287995161,1
feature_2_outliers_sum,1.928537405504192,1
new_month_diff_var,1.926701393566433,1
new_subsector_id_nunique,1.9259622011254023,2
new_day_nunique,1.9241809194706492,1
new_category_2_4_sum,1.9236198898600378,2
new_month_diff_skew,1.9182844780434531,3
feature_2_outliers_mean,1.9166114944705068,4
new_day_nunique,1.909836131740218,5
new_weekofyear_nunique,1.907239379513517,4
feature_2_outliers_mean,1.8981826100602237,3
new_day_nunique,1.896253191293225,4
new_category_2_nunique,1.88799359712878,3
new_category_2_4_sum,1.881015935292228,4
hist_category_2_2_sum,1.8808532964948903,1
hist_category_3_nunique,1.8664765177721065,4
new_category_2_nunique,1.8578582794923637,4
new_category_2_4_sum,1.856942502205141,1
feature_2_outliers_sum,1.8469279988563918,3
new_category_2_nunique,1.8229706568564297,5
new_card_id_count,1.81318304448566,5
new_category_2_5_sum,1.8083549697374512,3
feature_2_outliers_sum,1.8058266146632775,2
new_category_2_nunique,1.7958437129438507,1
hist_category_3_nunique,1.7856083273847578,5
new_month_nunique,1.778947489420507,2
new_category_2_3_sum,1.7680044995055337,5
new_category_2_2_sum,1.762309698122909,4
numerical_1_min,1.7487555693779453,4
new_category_2_4_sum,1.7471186057239994,5
numerical_1_min,1.725851041002284,1
new_category_2_4_sum,1.7225395043700185,3
new_category_2_3_sum,1.7189533641792694,4
feature_3,1.7145971350547495,3
hist_category_3_nunique,1.7040390529697096,3
new_category_3_2_sum,1.703180110057057,2
feature_3,1.6917626309606533,2
new_category_3_2_sum,1.6846703812635444,4
new_category_2_5_sum,1.6803533689328767,4
new_month_nunique,1.6778294151773583,3
new_category_2_3_sum,1.6699837372077742,3
new_category_3_2_sum,1.6674062113524424,3
feature_3,1.6642328889086015,4
numerical_1_min,1.662498709254344,3
hist_category_3_nunique,1.6570131408680708,1
new_category_3_2_sum,1.641366647636885,1
feature_3_outliers_mean,1.640933278316919,4
feature_3,1.6283554084294614,5
new_category_2_5_sum,1.6238241366817523,5
numerical_1_min,1.6172971301801884,2
new_category_2_5_sum,1.6059531350603329,2
new_category_2_3_sum,1.6021679106232238,1
new_category_2_2_sum,1.6013740884165766,5
feature_3_outliers_mean,1.5958743569455502,1
hist_category_3_nunique,1.5923844690134994,2
feature_3,1.5876796901721613,1
nan_count,1.587202606862076,5
new_category_2_3_sum,1.5829256625288466,2
new_category_3_nunique,1.5801169515593643,1
numerical_2_min,1.5769777166828447,1
numerical_2_min,1.5566572343434761,5
numerical_1_min,1.554820449364686,5
new_category_3_nunique,1.5510179737559817,4
new_category_2_2_sum,1.5443572912342258,1
new_category_3_nunique,1.5424162130310903,5
new_category_2_5_sum,1.5277477020173686,1
numerical_2_min,1.5110431153727757,4
feature_3_outliers_mean,1.5092621633271899,3
new_month_nunique,1.5043909989736275,1
new_month_nunique,1.4977415102865512,4
feature_3_outliers_mean,1.4959948348780163,2
new_category_3_nunique,1.4784223331796025,2
feature_3_outliers_sum,1.4286487843128706,5
new_month_nunique,1.4088695672966303,5
feature_3_outliers_mean,1.390539415246058,5
nan_count,1.382731361298343,4
new_category_3_2_sum,1.363157824046412,5
feature_3_outliers_sum,1.3007492222421402,3
feature_3_outliers_sum,1.2943755734669826,4
nan_count,1.2250355587313175,1
feature_3_outliers_sum,1.2113942635738613,1
new_category_2_2_sum,1.1897166238982675,2
numerical_2_min,1.0285991966401509,3
hist_999_installments_sum,0.0,1
new_category_3_nunique,0.0,3
hist_999_installments_mean,0.0,1
hist_exception_installments_sum,0.0,1
hist_-1_installments_mean,0.0,1
hist_exception_installments_mean,0.0,1
hist_-1_installments_sum,0.0,1
numerical_2_min,0.0,2
new_-1_installments_mean,0.0,4
hist_-1_installments_mean,0.0,5
hist_-1_installments_sum,0.0,2
nan_count,0.0,3
hist_exception_installments_mean,0.0,4
new_-1_installments_sum,0.0,2
new_-1_installments_mean,0.0,2
hist_-1_installments_mean,0.0,2
hist_exception_installments_mean,0.0,5
hist_999_installments_sum,0.0,2
hist_999_installments_mean,0.0,2
feature_3_outliers_sum,0.0,2
hist_exception_installments_sum,0.0,2
new_-1_installments_sum,0.0,4
hist_999_installments_mean,0.0,4
hist_exception_installments_sum,0.0,5
hist_-1_installments_sum,0.0,3
new_-1_installments_mean,0.0,3
hist_exception_installments_sum,0.0,3
new_-1_installments_mean,0.0,5
new_-1_installments_sum,0.0,5
hist_-1_installments_sum,0.0,5
new_-1_installments_sum,0.0,1
new_-1_installments_mean,0.0,1
hist_exception_installments_mean,0.0,2
hist_exception_installments_mean,0.0,3
hist_999_installments_sum,0.0,3
hist_exception_installments_sum,0.0,4
hist_999_installments_sum,0.0,5
hist_999_installments_mean,0.0,5
hist_999_installments_mean,0.0,3
hist_-1_installments_sum,0.0,4
new_category_2_2_sum,0.0,3
hist_-1_installments_mean,0.0,4
hist_999_installments_sum,0.0,4
nan_count,0.0,2
new_-1_installments_sum,0.0,3
hist_-1_installments_mean,0.0,3
